# CIE bound-bound cooling efficiency for S (Z=16)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 121 log-spaced points, 10^3.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_S0           L_S1           L_S2           L_S3           L_S4           L_S5           L_S6           L_S7           L_S8           L_S9           L_S10          L_S11          L_S12          L_S13          L_S14          L_S15          L_S16        
         3.9500   0.000000e+00   1.495638e-25   5.728756e-25   1.270084e-24   2.245111e-24   3.507986e-24   5.051500e-24   6.875653e-24   8.980444e-24   1.136587e-23   1.403194e-23   1.697865e-23   2.020600e-23   2.371399e-23   2.750261e-23   3.157187e-23   3.592178e-23
         4.0000   0.000000e+00   1.596763e-25   6.098500e-25   1.350570e-24   2.378142e-24   3.715847e-24   5.350820e-24   7.283061e-24   9.512569e-24   1.203934e-23   1.486339e-23   1.798470e-23   2.140328e-23   2.511913e-23   2.913224e-23   3.344262e-23   3.805028e-23
         4.0500   0.000000e+00   1.705537e-25   6.494414e-25   1.436585e-24   2.527410e-24   3.936025e-24   5.667876e-24   7.714609e-24   1.007622e-23   1.275272e-23   1.574410e-23   1.905036e-23   2.267150e-23   2.660753e-23   3.085844e-23   3.542423e-23   4.030490e-23
         4.1000   0.000000e+00   1.822610e-25   6.918608e-25   1.528557e-24   2.687069e-24   4.169249e-24   6.003719e-24   8.171728e-24   1.067328e-23   1.350837e-23   1.667700e-23   2.017917e-23   2.401488e-23   2.818412e-23   3.268691e-23   3.752324e-23   4.269311e-23
         4.1500   0.000000e+00   1.948691e-25   7.373388e-25   1.626953e-24   2.857641e-24   4.416293e-24   6.359461e-24   8.655934e-24   1.130571e-23   1.430879e-23   1.766517e-23   2.137486e-23   2.543785e-23   2.985414e-23   3.462373e-23   3.974663e-23   4.522284e-23
         4.2000   0.000000e+00   2.084549e-25   7.861272e-25   1.732283e-24   3.039963e-24   4.681596e-24   6.736283e-24   9.168830e-24   1.197561e-23   1.515664e-23   1.871190e-23   2.264140e-23   2.694513e-23   3.162311e-23   3.667532e-23   4.210177e-23   4.790246e-23
         4.2500   0.000000e+00   2.231021e-25   8.385017e-25   1.845104e-24   3.234948e-24   4.976321e-24   7.135433e-24   9.712117e-24   1.268521e-23   1.605472e-23   1.982065e-23   2.398298e-23   2.854173e-23   3.349689e-23   3.884847e-23   4.459646e-23   5.074086e-23
         4.3000   0.000000e+00   2.389004e-25   8.947624e-25   1.966025e-24   3.443594e-24   5.291077e-24   7.572390e-24   1.028760e-23   1.343686e-23   1.700603e-23   2.099509e-23   2.540406e-23   3.023294e-23   3.548171e-23   4.115039e-23   4.723896e-23   5.374744e-23
         4.3500   0.000000e+00   2.559471e-25   9.552365e-25   2.095708e-24   3.666989e-24   5.627394e-24   8.049816e-24   1.089717e-23   1.423304e-23   1.801370e-23   2.223913e-23   2.690935e-23   3.202435e-23   3.758413e-23   4.358870e-23   5.003805e-23   5.693218e-23
         4.4000   0.000000e+00   2.743457e-25   1.020282e-24   2.234880e-24   3.906324e-24   5.986926e-24   8.559773e-24   1.154287e-23   1.507641e-23   1.908108e-23   2.355688e-23   2.850383e-23   3.392191e-23   3.981113e-23   4.617149e-23   5.300299e-23   6.030562e-23
         4.4500   0.000000e+00   2.942065e-25   1.090288e-24   2.384333e-24   4.162897e-24   6.371486e-24   9.104747e-24   1.222683e-23   1.596974e-23   2.021170e-23   2.495272e-23   3.019279e-23   3.593191e-23   4.217009e-23   4.890733e-23   5.614361e-23   6.387896e-23
         4.5000   0.000000e+00   3.156450e-25   1.165678e-24   2.544931e-24   4.438123e-24   6.783051e-24   9.687440e-24   1.295132e-23   1.691601e-23   2.140932e-23   2.643126e-23   3.198182e-23   3.806101e-23   4.466883e-23   5.180527e-23   5.947033e-23   6.766402e-23
         4.5500   0.000000e+00   3.387806e-25   1.246912e-24   2.717615e-24   4.733556e-24   7.223783e-24   1.031081e-23   1.371873e-23   1.791834e-23   2.267790e-23   2.799741e-23   3.387686e-23   4.031627e-23   4.731562e-23   5.487492e-23   6.299417e-23   7.167337e-23
         4.6000   0.000000e+00   3.637348e-25   1.334490e-24   2.903416e-24   5.050886e-24   7.696040e-24   1.097808e-23   1.453162e-23   1.898007e-23   2.402165e-23   2.965636e-23   3.588420e-23   4.270516e-23   5.011925e-23   5.812646e-23   6.672681e-23   7.592028e-23
         4.6500   0.000000e+00   3.906243e-25   1.428949e-24   3.103451e-24   5.391953e-24   8.202392e-24   1.169278e-23   1.539267e-23   2.010471e-23   2.544502e-23   3.141361e-23   3.801047e-23   4.523560e-23   5.308900e-23   6.157067e-23   7.068062e-23   8.041884e-23
         4.7000   0.000000e+00   4.195583e-25   1.530869e-24   3.318937e-24   5.758772e-24   8.745655e-24   1.245876e-23   1.630474e-23   2.129599e-23   2.695274e-23   3.327498e-23   4.026273e-23   4.791598e-23   5.623472e-23   6.521897e-23   7.486871e-23   8.518396e-23
         4.7500   0.000000e+00   4.506243e-25   1.640872e-24   3.551194e-24   6.153537e-24   9.328904e-24   1.328021e-23   1.727086e-23   2.255786e-23   2.854979e-23   3.524665e-23   4.264845e-23   5.075518e-23   5.956684e-23   6.908343e-23   7.930496e-23   9.023142e-23
         4.8000   0.000000e+00   4.838808e-25   1.759616e-24   3.801649e-24   6.578634e-24   9.955488e-24   1.416172e-23   1.832361e-23   2.389449e-23   3.024147e-23   3.733514e-23   4.517553e-23   5.376261e-23   6.309639e-23   7.317688e-23   8.400408e-23   9.557797e-23
         4.8500   0.000000e+00   5.193416e-25   1.887794e-24   4.071843e-24   7.036653e-24   1.062906e-23   1.510832e-23   1.947846e-23   2.531986e-23   3.203339e-23   3.954739e-23   4.785234e-23   5.694824e-23   6.683509e-23   7.751289e-23   8.898163e-23   1.012413e-22
         4.9000   0.000000e+00   5.569627e-25   2.026121e-24   4.363426e-24   7.530408e-24   1.135361e-23   1.612546e-23   2.071196e-23   2.691298e-23   3.393148e-23   4.189072e-23   5.068777e-23   6.032264e-23   7.079532e-23   8.210581e-23   9.425412e-23   1.072402e-22
         4.9500   0.000000e+00   5.966357e-25   2.175328e-24   4.678166e-24   8.062932e-24   1.213349e-23   1.721910e-23   2.203010e-23   2.861427e-23   3.604817e-23   4.437290e-23   5.369121e-23   6.389698e-23   7.499021e-23   8.697089e-23   9.983903e-23   1.135946e-22
         5.0000   0.000000e+00   6.381809e-25   2.336116e-24   5.017919e-24   8.637496e-24   1.297342e-23   1.839577e-23   2.343942e-23   3.043199e-23   3.832425e-23   4.707083e-23   5.687262e-23   6.768311e-23   7.943365e-23   9.212424e-23   1.057549e-22   1.203255e-22
         5.0500   0.000000e+00   6.813567e-25   2.509147e-24   5.384632e-24   9.257602e-24   1.387853e-23   1.966253e-23   2.494705e-23   3.237508e-23   4.075580e-23   5.003690e-23   6.032091e-23   7.169359e-23   8.414039e-23   9.758294e-23   1.120212e-22   1.274553e-22
         5.1000   0.000000e+00   7.258751e-25   2.694950e-24   5.780289e-24   9.926984e-24   1.485439e-23   2.102708e-23   2.656079e-23   3.445328e-23   4.335471e-23   5.320489e-23   6.412109e-23   7.604817e-23   8.912603e-23   1.033651e-22   1.186589e-22   1.350075e-22
         5.1500   0.000000e+00   7.714276e-25   2.893894e-24   6.206875e-24   1.064955e-23   1.590698e-23   2.249778e-23   2.828915e-23   3.667727e-23   4.613396e-23   5.659021e-23   6.817987e-23   8.083982e-23   9.445837e-23   1.094899e-22   1.256899e-22   1.430072e-22
         5.2000   0.000000e+00   8.177117e-25   3.106074e-24   6.666273e-24   1.142937e-23   1.704278e-23   2.408367e-23   3.014142e-23   3.905869e-23   4.910775e-23   6.020961e-23   7.251699e-23   8.595760e-23   1.004030e-22   1.161575e-22   1.331375e-22   1.514809e-22
         5.2500   0.000000e+00   8.644787e-25   3.331248e-24   7.160116e-24   1.227059e-23   1.826868e-23   2.579450e-23   3.212773e-23   4.161026e-23   5.229157e-23   6.408140e-23   7.715388e-23   9.142644e-23   1.067515e-22   1.234778e-22   1.410264e-22   1.604567e-22
         5.3000   0.000000e+00   9.115398e-25   3.568786e-24   7.689682e-24   1.317722e-23   1.959201e-23   2.764074e-23   3.425917e-23   4.434585e-23   5.570235e-23   6.822558e-23   8.211399e-23   9.727336e-23   1.135346e-22   1.312966e-22   1.493827e-22   1.699643e-22
         5.3500   0.000000e+00   9.588211e-25   3.817634e-24   8.255561e-24   1.415309e-23   2.102045e-23   2.963357e-23   3.654787e-23   4.728061e-23   5.935853e-23   7.266400e-23   8.742290e-23   1.035279e-22   1.207857e-22   1.396519e-22   1.582342e-22   1.800354e-22
         5.4000   0.000000e+00   1.006341e-24   4.076356e-24   8.857604e-24   1.520130e-23   2.256191e-23   3.178479e-23   3.900700e-23   5.043113e-23   6.328028e-23   7.742049e-23   9.310859e-23   1.102225e-22   1.285412e-22   1.485850e-22   1.676102e-22   1.907031e-22
         5.4500   0.000000e+00   1.054244e-24   4.343239e-24   9.494542e-24   1.632412e-23   2.422443e-23   3.410674e-23   4.165096e-23   5.381549e-23   6.748967e-23   8.252105e-23   9.920156e-23   1.173923e-22   1.368410e-22   1.581412e-22   1.775417e-22   2.020030e-22
         5.5000   0.000000e+00   1.102769e-24   4.616427e-24   1.016406e-23   1.752225e-23   2.601570e-23   3.661204e-23   4.449549e-23   5.745334e-23   7.201075e-23   8.799415e-23   1.057351e-22   1.250758e-22   1.457286e-22   1.683698e-22   1.880617e-22   2.139724e-22
         5.5500   0.000000e+00   1.152253e-24   4.894104e-24   1.086265e-23   1.879462e-23   2.794285e-23   3.931336e-23   4.755768e-23   6.136624e-23   7.686970e-23   9.387087e-23   1.127456e-22   1.333150e-22   1.552516e-22   1.793249e-22   1.992051e-22   2.266511e-22
         5.6000   0.000000e+00   1.203090e-24   5.174749e-24   1.158597e-23   2.013788e-23   3.001153e-23   4.222270e-23   5.085612e-23   6.557763e-23   8.209517e-23   1.001850e-22   1.202728e-22   1.421559e-22   1.654616e-22   1.910653e-22   2.110087e-22   2.400810e-22
         5.6500   0.000000e+00   1.255737e-24   5.457207e-24   1.232895e-23   2.154636e-23   3.222537e-23   4.535064e-23   5.441099e-23   7.011298e-23   8.771840e-23   1.069736e-22   1.283602e-22   1.516487e-22   1.764154e-22   2.036551e-22   2.235117e-22   2.543067e-22
         5.7000   0.000000e+00   1.310659e-24   5.740997e-24   1.308662e-23   2.301210e-23   3.458502e-23   4.870547e-23   5.824417e-23   7.499996e-23   9.377332e-23   1.142769e-22   1.370548e-22   1.618480e-22   1.881749e-22   2.171647e-22   2.367557e-22   2.693753e-22
         5.7500   0.000000e+00   1.368350e-24   6.026189e-24   1.385420e-23   2.452556e-23   3.708715e-23   5.229127e-23   6.237920e-23   8.026861e-23   1.002968e-22   1.221389e-22   1.464085e-22   1.728134e-22   2.008075e-22   2.316708e-22   2.507843e-22   2.853368e-22
         5.8000   0.000000e+00   1.429307e-24   6.313626e-24   1.462812e-23   2.607613e-23   3.972422e-23   5.610749e-23   6.684140e-23   8.595131e-23   1.073289e-22   1.306072e-22   1.564775e-22   1.846102e-22   2.143869e-22   2.472571e-22   2.656442e-22   3.022441e-22
         5.8500   0.000000e+00   1.493997e-24   6.604704e-24   1.540608e-23   2.765350e-23   4.248390e-23   6.014648e-23   7.165785e-23   9.208294e-23   1.149128e-22   1.397337e-22   1.673226e-22   1.973092e-22   2.289934e-22   2.640146e-22   2.816505e-22   3.201532e-22
         5.9000   0.000000e+00   1.562841e-24   6.901411e-24   1.618758e-23   2.924865e-23   4.534992e-23   6.439403e-23   7.685709e-23   9.870083e-23   1.230951e-22   1.495745e-22   1.790104e-22   2.109876e-22   2.447146e-22   2.820430e-22   2.993856e-22   3.397913e-22
         5.9500   0.000000e+00   1.636283e-24   7.206109e-24   1.697394e-23   3.085478e-23   4.830295e-23   6.882820e-23   8.246909e-23   1.058447e-22   1.319257e-22   1.601901e-22   1.916127e-22   2.257288e-22   2.616456e-22   3.014509e-22   3.183267e-22   3.612173e-22
         6.0000   0.000000e+00   1.714780e-24   7.521522e-24   1.776830e-23   3.246863e-23   5.132266e-23   7.342174e-23   8.852444e-23   1.135560e-22   1.414580e-22   1.716454e-22   2.052068e-22   2.416237e-22   2.798899e-22   3.223559e-22   3.385656e-22   3.841036e-22
         6.0500   0.000000e+00   1.798721e-24   7.850437e-24   1.857539e-23   3.409018e-23   5.438904e-23   7.814256e-23   9.505403e-23   1.218779e-22   1.517477e-22   1.840100e-22   2.198762e-22   2.587699e-22   2.995595e-22   3.448860e-22   3.602022e-22   4.085618e-22
         6.1000   0.000000e+00   1.888488e-24   8.195819e-24   1.940130e-23   3.572374e-23   5.748616e-23   8.295897e-23   1.020872e-22   1.308541e-22   1.628531e-22   1.973574e-22   2.357099e-22   2.772723e-22   3.207753e-22   3.691797e-22   3.833457e-22   4.347131e-22
         6.1500   0.000000e+00   1.984470e-24   8.560646e-24   2.025305e-23   3.737687e-23   6.060194e-23   8.784011e-23   1.096500e-22   1.405268e-22   1.748336e-22   2.117644e-22   2.528020e-22   2.972435e-22   3.436676e-22   3.953864e-22   4.081150e-22   4.626905e-22
         6.2000   0.000000e+00   2.087055e-24   8.947744e-24   2.113828e-23   3.906051e-23   6.373215e-23   9.276307e-23   1.177632e-22   1.509355e-22   1.877473e-22   2.273100e-22   2.712513e-22   3.188018e-22   3.683755e-22   4.236663e-22   4.346406e-22   4.926387e-22
         6.2500   0.000000e+00   2.196629e-24   9.359636e-24   2.206492e-23   4.078787e-23   6.687866e-23   9.771219e-23   1.264376e-22   1.621120e-22   2.016493e-22   2.440737e-22   2.911589e-22   3.420719e-22   3.950471e-22   4.541914e-22   4.630644e-22   5.247162e-22
         6.3000   0.000000e+00   2.313590e-24   9.798989e-24   2.304110e-23   4.257427e-23   7.005172e-23   1.026837e-22   1.356728e-22   1.740778e-22   2.165855e-22   2.621311e-22   3.126273e-22   3.671810e-22   4.238374e-22   4.871424e-22   4.935413e-22   5.590957e-22
         6.3500   0.000000e+00   2.438349e-24   1.026855e-23   2.407503e-23   4.443550e-23   7.326770e-23   1.076853e-22   1.454516e-22   1.868384e-22   2.325902e-22   2.815503e-22   3.357539e-22   3.942581e-22   4.549065e-22   5.227094e-22   5.262408e-22   5.959655e-22
         6.4000   0.000000e+00   2.571331e-24   1.077067e-23   2.517379e-23   4.638839e-23   7.654924e-23   1.127361e-22   1.557409e-22   2.003787e-22   2.496756e-22   3.023849e-22   3.606270e-22   4.234255e-22   4.884173e-22   5.610866e-22   5.613484e-22   6.355322e-22
         6.4500   0.000000e+00   2.712983e-24   1.130765e-23   2.634452e-23   4.844982e-23   7.992294e-23   1.178658e-22   1.664887e-22   2.146602e-22   2.678298e-22   3.246644e-22   3.873163e-22   4.547936e-22   5.245263e-22   6.024700e-22   5.990657e-22   6.780209e-22
         6.5000   0.000000e+00   2.863777e-24   1.188181e-23   2.759475e-23   5.063618e-23   8.341914e-23   1.231124e-22   1.776294e-22   2.296190e-22   2.870078e-22   3.483892e-22   4.158616e-22   4.884496e-22   5.633792e-22   6.470458e-22   6.396127e-22   7.236767e-22
         6.5500   0.000000e+00   3.024212e-24   1.249548e-23   2.893152e-23   5.296183e-23   8.706877e-23   1.285203e-22   1.890858e-22   2.451686e-22   3.071320e-22   3.735168e-22   4.462655e-22   5.244420e-22   6.050929e-22   6.949803e-22   6.832299e-22   7.727673e-22
         6.6000   0.000000e+00   3.194816e-24   1.315100e-23   3.036108e-23   5.544183e-23   9.090454e-23   1.341380e-22   2.007807e-22   2.612055e-22   3.280907e-22   3.999637e-22   4.784760e-22   5.627725e-22   6.497447e-22   7.464051e-22   7.301794e-22   8.255854e-22
         6.6500   0.000000e+00   3.376146e-24   1.385073e-23   3.188977e-23   5.809190e-23   9.495945e-23   1.400159e-22   2.126380e-22   2.776184e-22   3.497495e-22   4.275979e-22   5.123883e-22   6.033734e-22   6.973520e-22   8.013903e-22   7.807454e-22   8.824488e-22
         6.7000   0.000000e+00   3.568795e-24   1.459713e-23   3.352405e-23   6.092567e-23   9.926381e-23   1.462055e-22   2.246010e-22   2.942983e-22   3.719562e-22   4.562520e-22   5.478357e-22   6.461111e-22   7.478537e-22   8.599354e-22   8.352368e-22   9.437028e-22
         6.7500   0.000000e+00   3.773401e-24   1.539276e-23   3.527025e-23   6.395616e-23   1.038456e-22   1.527595e-22   2.366293e-22   3.111546e-22   3.945629e-22   4.857280e-22   5.846048e-22   6.907732e-22   8.011029e-22   9.219324e-22   8.939890e-22   1.009723e-21
         6.8000   0.000000e+00   3.990632e-24   1.624030e-23   3.713484e-23   6.719659e-23   1.087345e-22   1.597231e-22   2.487121e-22   3.281185e-22   4.174359e-22   5.158265e-22   6.224427e-22   7.370900e-22   8.568565e-22   9.871726e-22   9.573627e-22   1.080915e-21
         6.8500   0.000000e+00   4.224976e-24   1.714257e-23   3.912446e-23   7.066027e-23   1.139603e-22   1.671416e-22   2.608652e-22   3.451621e-22   4.404752e-22   5.463509e-22   6.610923e-22   7.847418e-22   9.147895e-22   1.055328e-21   1.025747e-21   1.157716e-21
         6.9000   0.000000e+00   4.475322e-24   1.810255e-23   4.124601e-23   7.436037e-23   1.195487e-22   1.750628e-22   2.731337e-22   3.622906e-22   4.636275e-22   5.771532e-22   7.003003e-22   8.334058e-22   9.745143e-22   1.125984e-21   1.099557e-21   1.240596e-21
         6.9500   0.000000e+00   4.740501e-24   1.912340e-23   4.350665e-23   7.831038e-23   1.255249e-22   1.835321e-22   2.855872e-22   3.795555e-22   4.868877e-22   6.081261e-22   7.398734e-22   8.827638e-22   1.035618e-21   1.198652e-21   1.179233e-21   1.330058e-21
         7.0000   0.000000e+00   5.021394e-24   2.020846e-23   4.591397e-23   8.252424e-23   1.319146e-22   1.925892e-22   2.983175e-22   3.970416e-22   5.103117e-22   6.392399e-22   7.796697e-22   9.325748e-22   1.097694e-21   1.272840e-21   1.265237e-21   1.426630e-21
         7.0500   0.000000e+00   5.318930e-24   2.136128e-23   4.847591e-23   8.701642e-23   1.387437e-22   2.022744e-22   3.114309e-22   4.148689e-22   5.340030e-22   6.705309e-22   8.196474e-22   9.826635e-22   1.160412e-21   1.348066e-21   1.358043e-21   1.530866e-21
         7.1000   0.000000e+00   5.634097e-24   2.258567e-23   5.120097e-23   9.180203e-23   1.460375e-22   2.126289e-22   3.250454e-22   4.331797e-22   5.581142e-22   7.021130e-22   8.598481e-22   1.032980e-21   1.223521e-21   1.423968e-21   1.458135e-21   1.643331e-21
         7.1500   0.000000e+00   5.967938e-24   2.388563e-23   5.409808e-23   9.689702e-23   1.538226e-22   2.236930e-22   3.392825e-22   4.521380e-22   5.828324e-22   7.341627e-22   9.004143e-22   1.083581e-21   1.286924e-21   1.500286e-21   1.565971e-21   1.764593e-21
         7.2000   0.000000e+00   6.321560e-24   2.528624e-23   5.717668e-23   1.023183e-22   1.621262e-22   2.355077e-22   3.542678e-22   4.719113e-22   6.083744e-22   7.669143e-22   9.415689e-22   1.134649e-21   1.350649e-21   1.576951e-21   1.681976e-21   1.895187e-21
         7.2500   0.000000e+00   6.696136e-24   2.678455e-23   6.044691e-23   1.080836e-22   1.709766e-22   2.481152e-22   3.701293e-22   4.926777e-22   6.349667e-22   8.006401e-22   9.836103e-22   1.186468e-21   1.414893e-21   1.654059e-21   1.806485e-21   2.035586e-21
         7.3000   0.000000e+00   7.092907e-24   2.837163e-23   6.391955e-23   1.142120e-22   1.804035e-22   2.615593e-22   3.869785e-22   5.146162e-22   6.628498e-22   8.356438e-22   1.026886e-21   1.239414e-21   1.479980e-21   1.731892e-21   1.939705e-21   2.186156e-21
         7.3500   0.000000e+00   7.513188e-24   3.005275e-23   6.761870e-23   1.207233e-22   1.904381e-22   2.758855e-22   4.049250e-22   5.378957e-22   6.922651e-22   8.722369e-22   1.071786e-21   1.293928e-21   1.546361e-21   1.810892e-21   2.081667e-21   2.347076e-21
         7.4000   0.000000e+00   7.958373e-24   3.183349e-23   7.162536e-23   1.276392e-22   2.011139e-22   2.911419e-22   4.240847e-22   5.626679e-22   7.234517e-22   9.107436e-22   1.118709e-21   1.350500e-21   1.614569e-21   1.891637e-21   2.232157e-21   2.518312e-21
         7.4500   0.000000e+00   8.429936e-24   3.371974e-23   7.586943e-23   1.349822e-22   2.124658e-22   3.073788e-22   4.445689e-22   5.890932e-22   7.566159e-22   9.514931e-22   1.168071e-21   1.409634e-21   1.685216e-21   1.974802e-21   2.390710e-21   2.699514e-21
         7.5000   0.000000e+00   8.929441e-24   3.571776e-23   8.036497e-23   1.428711e-22   2.245310e-22   3.246500e-22   4.664748e-22   6.173361e-22   7.919727e-22   9.947751e-22   1.220297e-21   1.471853e-21   1.758927e-21   2.061135e-21   2.556572e-21   2.890035e-21
         7.5500   0.000000e+00   9.458544e-24   3.783418e-23   8.512690e-23   1.513367e-22   2.373488e-22   3.430123e-22   4.899002e-22   6.475377e-22   8.297478e-22   1.040871e-21   1.275761e-21   1.537691e-21   1.836365e-21   2.151406e-21   2.728757e-21   3.088885e-21
         7.6000   0.000000e+00   1.001900e-23   4.007599e-23   9.017098e-23   1.603040e-22   2.509618e-22   3.625255e-22   5.149449e-22   6.798356e-22   8.701408e-22   1.090078e-21   1.334823e-21   1.607617e-21   1.918195e-21   2.246412e-21   2.906098e-21   3.294836e-21
         7.6500   0.000000e+00   1.061266e-23   4.245064e-23   9.551395e-23   1.698026e-22   2.654143e-22   3.832537e-22   5.417072e-22   7.143697e-22   9.133379e-22   1.142686e-21   1.397866e-21   1.682086e-21   2.005042e-21   2.346964e-21   3.087377e-21   3.506449e-21
